co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,net_inventory,net_sales,net_working_capital,pe_ratio,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,incorporation_year,ipo_year,num_business_segments,num_employee,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
26.42,40.22,1.0,1.0,,,0.0,,1.0,13.21,31.35,1.0,87.51,94.87,27.52,18.73,49.39,66.04,93.26,17.93,,48.61,5.77,,,,,88.4,6.36,57.41,38.65,64.93,5.23,44.03,32.0,84.56,0.0,0.0,49.76,91.19,,50.44,49.99,54.04,1.0,2.7,35.34,0.0,0.0,1.0,1.9,20.65,1.0,49.56,76.26,1.0,38.42,43.0,23.0,25.0,1.0,73.94,1.0,34.06,,1.0,52.13,,484753.76,809076.03,569786.5,222537.04,507943.26,449715.01,412256.29,525338.8,445246.16,,731555.06,,243845.97,,672969.44,810148.77,16090.76,,,0.439,3.053,615141.27,775924.84,719253.36,251138.29,465874.77,501394.55,2.4495,348963.72,307405.48,,110547.12,439404.84,160686.51,,,801107.78,494507.25,502873.3,935773.84,,,49685.6,2.196,269585.11,3.082,,,,,,,1953.0,1978.0,351073.95,47643.46,2007.0,,,,2.626,571475.96,4.942,,53594.99,,,,497281.14,690552.98,194799.63,3.068,0.637,244059.13,3.17,272146.86,939064.96,426835.16,314719.34,,966660.92,183063.03,794846.37,501212.11,392348.05,161232.42,496507.32
50.075,50.39,1.0,0.0,,,0.0,,1.0,48.86,4.75,0.0,5.09,91.83,92.7,73.94,69.5,41.78,46.85,3.27,,37.3,59.63,,,,,29.67,79.0,42.54,50.629999999999995,90.58,50.32,1.69,1.0,1.41,1.0,1.0,67.95,58.25,,30.54,10.55,75.17,1.0,31.46,37.25,1.0,1.0,1.0,6.51,58.19,1.0,83.81,18.58,1.0,22.66,9.0,23.0,4.0,0.0,99.1197,1.0,30.31,,1.0,23.67,,9053.6412,903720.9,485790.92,46771.99,316651.98,886930.92,936866.87,912881.22,166776.91,,374981.49,,490385.145,,607461.41,475684.09,988935.5186,,,4.622,1.834,399729.96,137834.91,608648.58,659973.4,241446.01,752521.35,2.4495,717982.47,609233.31,,86687.89,634073.45,626479.59,,,793080.71,909017.18,666041.35,693034.56,,,587984.34,1.337,212924.6,4.19,,,,,,,1989.0,1987.0,483590.19,604121.69,2003.0,,,,3.122,756860.66,0.162,,822293.62,,,,534410.52,313894.96,700288.76,4.428,1.786,694668.18,3.45,303963.2,607542.36,52386.16,443937.69,,345784.67,650006.77,328848.36,501212.11,486632.28,251330.22,473615.01
7.53,45.97,0.0,1.0,,,0.0,,1.0,68.31,5.14,0.0,23.35,5.95,59.04,69.5,51.7,50.24,6.02,64.58,,66.58,92.28,,,,,36.32,84.19,12.49,50.629999999999995,47.39,50.32,31.89,3.0,30.74,0.0,1.0,13.98,68.14,,65.38,13.69,11.84,1.0,78.93,49.57,0.0,0.0,1.0,14.27,20.25,1.0,49.56,59.16,1.0,15.97,24.0,14.0,3.0,0.0,16.02,1.0,51.16,,1.0,88.08,,421674.5,507706.45,485790.92,420385.83,457076.95,400785.06,846108.9,503910.92000000004,131770.92,,987364.9293,,586734.37,,807198.9,19440.0,327599.34,,,3.847,0.523,449360.96,70006.93,368253.73,499707.29,679259.77,418599.63,2.097,848258.56,839835.06,,85349.25,57096.64,441962.87,,,495266.865,595596.19,490137.1,982114.57,,,135069.02,2.775,68182.4,1.633,,,,,,,1960.0,1971.0,410624.63,172520.47,1960.0,,,,2.917,327634.68,2.028,,505898.69,,,,484495.02,578260.23,706340.7,1.09,2.982,509563.385,2.785,498253.77,395623.34,630041.32,476058.73,,845019.93,201714.76,18319.87,340717.84,748745.82,318612.92,131270.49
47.27,50.39,1.0,0.0,,,0.0,,0.0,49.945,95.24,0.0,49.685,71.3,5.45,48.87,53.67,50.24,63.7,88.81,,39.24,49.94,,,,,38.07,16.49,24.13,76.53,72.59,20.1,8.75,25.0,52.86,0.0,0.0,56.15,76.85,,10.11,88.61,49.91,1.0,62.3,3.24,1.0,0.0,1.0,71.48,85.61,0.0,90.28,68.99,0.0,1.13,25.0,19.0,22.0,1.0,18.52,1.0,51.16,,1.0,42.27,,169771.24,141688.63,485790.92,85122.13,437180.8,695268.22,517305.13,700837.2,857381.44,,859203.1,,100859.97,,564314.21,468823.99,96520.64,,,1.092,2.5,198169.9,21894.18,767019.94,77698.45,498899.91,562635.34,4.158,504160.94,515872.8,,164872.98,253572.43,499025.73,,,495266.865,506129.45,908322.72,985051.44,,,381686.02,2.495,527086.96,2.046,,,,,,,1954.0,1962.0,294309.64,67031.43,1977.0,,,,4.297,585058.12,2.788,,575890.63,,,,454428.59,466651.89,361949.84,0.128,0.765,39469.07,1.238,618201.89,496741.705,205980.35,426467.34,,380766.52,944715.01,256995.34,122520.82,530105.04,522496.82,762501.5
73.16,63.12,0.0,0.0,,,1.0,,1.0,75.15,18.17,0.0,38.99,96.76,24.42,48.87,46.95,12.36,37.92,20.22,,93.24,72.5,,,,,73.65,19.69,97.33,50.629999999999995,41.4,50.32,67.43,24.0,46.72,1.0,1.0,85.81,85.73,,95.55,49.25,57.26,0.0,27.26,64.28,1.0,1.0,1.0,15.51,17.35,0.0,80.93,20.18,0.0,48.96,24.0,21.0,24.0,1.0,89.37,0.0,40.67,,1.0,52.17,,811304.17,72955.48,216464.72,622420.5,776825.63,29510.27,648509.82,641770.61,588520.99,,626144.24,,348484.0,,989201.6393999999,964463.37,836157.18,,,3.224,3.924,761691.9,812303.35,372091.85,704853.05,435356.78,977964.13,2.4495,216566.42,193151.32,,128292.35,474587.38,492473.93,,,32759.78,206799.31,825621.98,474145.32,,,160323.72,4.339,527086.96,1.096,,,,,,,1962.0,2005.0,896224.73,197873.96,1987.0,,,,1.204,337318.98,4.379,,505898.69,,,,37751.18,137935.06,42794.96,3.556,2.578,144812.35,3.432,498437.9,611029.5,930688.68,824022.28,,318468.89,946087.66,642395.8,125945.67,36997.65,14589.306600000002,713316.48
64.84,67.36,1.0,0.0,,,1.0,,1.0,48.03,20.97,1.0,70.03,50.45,7.55,54.49,14.07,84.6,21.54,95.57,,12.26,47.72,,,,,75.08,49.785,73.83,50.629999999999995,20.33,42.72,55.94,40.0,5.02,0.0,0.0,34.79,47.96,,38.73,68.98,74.37,1.0,27.1,91.13,0.0,1.0,1.0,8.07,29.85,0.0,49.56,34.45,1.0,53.54,26.0,15.0,35.0,0.0,34.67,0.0,62.99,,1.0,22.77,,675391.24,267739.29,10550.977299999999,473677.17,951667.86,523558.13,280936.26,877406.9,26264.19,,462782.07,,753126.42,,298003.62,497080.13,405126.24,,,3.727,2.767,334477.13,224306.1,667458.05,903529.59,440640.0,674876.13,2.4495,895373.28,728013.91,,495687.42,233827.38,238782.09,,,790759.79,988283.56,363527.11,900814.76,,,132997.5,0.186,59808.88,4.796,,,,,,,1998.0,1975.0,187196.22,976858.3,1975.0,,,,2.523,806026.48,4.642,,358869.76,,,,497281.14,141948.16,470283.66000000003,1.35,2.162,690826.74,1.702,123449.17,912800.11,433518.11,169862.97,,517035.79,368087.83,340304.47,501212.11,486632.28,462164.06,622143.58
93.81,58.21,0.0,1.0,,,0.0,,1.0,15.16,88.58,0.0,1.09,76.49,58.35,31.41,2.15,5.23,51.019999999999996,83.79,,13.86,46.62,,,,,81.33,77.39,89.36,71.49,57.43,12.21,51.24,16.0,17.2,0.0,1.0,77.36,47.57,,41.5,9.29,1.5203,0.0,68.67,49.57,0.0,0.0,1.0,63.68,98.27,1.0,80.57,56.59,0.0,62.81,4.0,11.0,15.0,1.0,25.36,0.0,1.3800999999999999,,0.0,96.84,,744344.78,333792.06,652449.88,608605.39,517283.315,26864.62,10346.0775,269769.15,422813.67,,458304.26,,490385.145,,477656.65,397391.44,446195.87,,,2.898,2.128,884788.62,856130.93,424578.59,782559.97,790758.49,484711.16,4.116,347151.51,218869.22,,958086.31,17864.37,499025.73,,,309662.49,494186.2,103641.11,571143.45,,,820004.04,3.509,384976.48,3.024,,,,,,,1995.0,1980.0,802922.4,953105.24,2012.0,,,,2.523,17611.22,2.443,,533867.49,,,,506580.64,753789.47,40105.7,4.336,4.109,775221.79,2.5635000000000003,532140.63,101947.76,160516.26,817560.58,,553820.06,57470.11,763563.03,136477.55,798218.16,986862.25,788469.95
2.64,75.73,1.0,1.0,,,1.0,,0.0,49.945,80.96,0.0,49.685,86.54,41.26,52.01,12.1,77.15,12.87,81.08,,72.66,43.97,,,,,46.96,15.38,35.68,80.88,75.16,33.06,31.29,13.0,72.17,1.0,1.0,36.06,48.36,,25.28,96.99,46.72,0.0,49.504999999999995,49.57,0.0,0.0,0.0,2.04,38.31,1.0,95.73,48.355000000000004,1.0,6.77,24.0,9.0,46.0,1.0,68.37,0.0,64.36,,1.0,26.82,,505046.54,806412.04,139284.02,345570.31,781565.18,434774.07,345378.63,375762.52,61408.23,,533897.4,,490385.145,,591236.02,272721.71,403012.85,,,0.536,2.597,685132.99,699949.72,491784.59,798146.81,97609.39,962212.46,2.175,504882.74,608712.04,,732944.39,521892.49,863546.29,,,102458.78,503228.17,183888.4,716728.64,,,324993.65,4.301,437415.96,4.141,,,,,,,1988.0,2021.0,483071.83,498574.805,1979.0,,,,1.199,107828.83,0.575,,445762.85,,,,559347.75,923318.81,271471.96,0.459,4.828,509563.385,0.826,495445.955,207541.23,272216.81,39711.76,,958719.09,693630.45,832253.36,501212.11,486632.28,760578.83,98622.54
50.075,57.45,0.0,1.0,,,0.0,,1.0,85.84,23.44,0.0,94.28,10.59,87.81,21.18,24.95,70.82,51.019999999999996,67.69,,35.36,62.93,,,,,81.71,26.05,63.75,53.31,11.98,38.3,50.68,17.0,66.7,1.0,0.0,51.59,95.2,,71.12,8.12,84.96,1.0,49.504999999999995,57.56,1.0,0.0,0.0,4.96,51.385,1.0,49.56,85.76,0.0,83.32,27.0,23.0,24.0,0.0,79.95,0.0,26.07,,1.0,52.13,,910514.63,479278.2,485790.92,780115.79,940126.57,495903.84,260353.05,271689.05,410124.77,,311953.06,,382689.2,,493047.46,497080.13,312036.81,,,1.513,4.01,515157.29000000004,737622.25,932748.69,692475.67,11823.46,501394.55,0.519,282670.02,330645.29,,847321.6,795883.56,493520.66,,,401474.51,991267.6523,511688.66,852470.62,,,635510.54,0.229,931017.69,1.293,,,,,,,1960.0,2020.0,979034.22,45453.38,1966.0,,,,3.393,69857.36,1.692,,757368.67,,,,497281.14,311736.9,734336.57,4.937,3.313,978684.01,4.705,95447.86,406630.25,803182.31,858258.46,,544772.49,773125.3,161560.32,115949.57,257916.05,17635.83,772516.83
40.78,81.45,0.0,0.0,,,1.0,,1.0,22.89,67.17,0.0,57.72,68.2,62.85,36.6,18.68,25.94,2.45,17.04,,51.06,16.83,,,,,54.56,9.17,25.87,4.78,73.64,72.31,32.21,29.0,52.0,1.0,0.0,18.44,76.98,,34.55,60.59,87.5,1.0,58.98,43.94,1.0,1.0,0.0,2.34,51.385,1.0,30.15,48.355000000000004,1.0,0.86,0.0,14.0,39.0,0.0,18.54,0.0,57.85,,1.0,31.66,,763683.32,167730.73,486651.48,543493.87,621738.19,186535.81,262473.94,915101.1,646516.54,,112370.97,,623260.03,,633027.76,598333.0,498864.75,,,3.196,4.249,655095.65,630371.03,409902.47,491922.39,841786.49,501394.55,0.07202,588309.32,405476.35,,206913.29,792777.28,871862.48,,,748369.97,756759.53,460430.94,949116.33,,,332050.1,0.496,796901.67,0.675,,,,,,,1988.0,1950.0,961555.16,502404.29,2012.0,,,,3.037,450513.91,1.362,,574925.39,,,,497281.14,910279.86,304951.42,2.043,0.567,14127.5604,4.172,391080.94,169965.58,545923.44,65212.37,,757497.63,666486.51,454130.35,193872.73,799609.85,811463.38,952373.99
86.04,81.14,0.0,0.0,,,1.0,,1.0,95.27,21.83,1.0,73.14,62.18,16.05,43.29,51.05,21.62,36.02,28.49,,85.49,48.09,,,,,36.62,49.785,68.28,16.59,53.51,55.84,61.96,38.0,66.43,1.0,0.0,83.5,17.94,,13.87,41.39,37.79,1.0,40.14,19.81,1.0,1.0,1.0,7.59,79.79,1.0,75.23,91.72,1.0,48.96,8.0,48.0,28.0,0.0,65.15,0.0,14.23,,1.0,96.81,,785183.47,385881.2,485790.92,503552.9,506294.96,759794.03,45766.45,792819.81,937384.03,,869506.4,,224821.85,,493047.46,268680.33,230201.98,,,1.555,4.662,705032.4,386871.82,913065.69,491922.39,525263.61,501394.55,0.07202,710668.7,264121.56,,525548.98,233467.02,847856.15,,,531515.76,506129.45,560770.66,829923.57,,,590111.23,0.378,761286.61,2.421,,,,,,,1990.0,2017.0,480539.46,991423.8287999999,1990.0,,,,4.913,812570.73,4.851,,988685.9003999999,,,,799411.29,106819.78,471787.17,3.686,4.813,326372.67,1.783,202488.45,837189.49,807666.91,957943.89,,18560.09,577693.06,237723.4,716639.03,520493.57,178599.33,641095.79
63.84,54.01,1.0,0.0,,,0.0,,0.0,48.24,24.13,0.0,41.1,81.35,40.59,28.27,5.88,53.42,51.019999999999996,57.16,,32.23,85.4,,,,,49.855000000000004,27.09,98.85909999999998,54.51,5.9,13.98,22.29,2.0,41.45,1.0,1.0,94.71,7.42,,86.68,49.99,83.94,0.0,74.08,54.85,0.0,1.0,1.0,23.19,22.4,0.0,68.43,50.13,1.0,97.03,7.0,22.0,24.0,1.0,91.1,0.0,51.31,,0.0,9.62,,345040.43,747893.81,788784.62,693891.68,370653.7,487255.25,851986.13,553605.22,989177.0554999999,,340272.11,,799729.46,,704931.32,418909.72,575678.8,,,2.799,0.97,408014.19,873391.57,646159.68,439164.58,412016.89,573867.36,1.172,504882.74,504752.73,,72669.84,877441.5,813257.75,,,495266.865,870356.1,490137.1,866450.18,,,608169.96,4.283,89747.23,1.961,,,,,,,2020.0,2007.0,505073.67000000004,638953.23,1992.0,,,,4.084,662694.3,3.196,,505898.69,,,,411972.58,165451.37,470283.66000000003,0.389,3.206,824124.65,1.502,495445.955,758573.15,338233.6,909044.44,,884131.08,461031.17,48541.7,90028.85,486632.28,223483.99,984771.98
98.89,60.45,1.0,0.0,,,1.0,,0.0,47.87,4.81,1.0,11.99,94.28,66.13,18.85,42.98,50.24,14.59,97.11,,24.26,20.92,,,,,68.53,76.06,53.04,41.85,73.89,91.64,84.45,25.0,12.04,0.0,1.0,36.25,11.87,,72.75,49.99,60.62,0.0,85.06,30.77,0.0,0.0,1.0,45.85,54.44,0.0,40.76,79.8,1.0,95.39,31.0,12.0,34.0,0.0,64.98,0.0,22.99,,0.0,22.7,,243539.44,37342.23,379667.39,51138.36,517283.315,549881.26,681618.19,654261.49,747451.27,,625947.18,,69188.76,,396536.33,227805.12,128512.88,,,1.198,3.239,87866.5,676959.31,53071.45,470127.41,111222.28,385674.14,2.4495,931673.2,929277.89,,741993.13,9360.789499999999,556053.97,,,903829.36,900246.93,314146.36,440123.96,,,516523.3,2.495,178986.53,4.227,,,,,,,1988.0,1979.0,341939.09,498574.805,1998.0,,,,1.115,9585.74,2.443,,649541.62,,,,953260.41,977507.5,96140.6,3.757,2.578,387169.51,2.927,275666.38,496741.705,443423.98,499741.32,,63176.26,794894.52,561914.71,89426.79,503955.6,571191.59,899800.69
50.075,3.63,1.0,0.0,,,0.0,,1.0,73.19,50.18,0.0,49.685,50.45,77.88,51.66,40.51,44.52,27.41,16.31,,50.13,78.62,,,,,49.855000000000004,84.15,50.48,44.02,52.63,16.24,53.13,6.0,72.45,0.0,1.0,41.76,37.31,,36.69,32.99,13.6,1.0,47.15,18.01,0.0,1.0,1.0,36.39,47.28,0.0,49.56,52.35,0.0,6.55,32.0,47.0,41.0,1.0,67.29,0.0,56.57,,0.0,51.68,,753354.94,43132.49,485790.92,851287.02,517283.315,229960.02,155715.78,258629.11,919244.56,,243004.21,,335655.43,,762224.97,497080.13,495641.65,,,0.705,3.709,33411.44,26387.78,162644.41,765052.68,11677.9894,793824.18,0.212,369481.84,62448.22,,495687.42,474587.38,499025.73,,,131964.94,401587.28,670278.12,19706.67,,,544786.57,2.215,299920.09,0.938,,,,,,,2004.0,1998.0,640386.6,498574.805,1968.0,,,,2.523,862034.17,2.528,,533818.32,,,,86605.68,87260.14,63790.63,2.273,2.139,151643.59,2.232,624027.27,299613.95,196727.34,499741.32,,275550.4,843379.42,210095.22,128796.64,242478.46,990793.9923999999,784095.49
59.53,4.51,1.0,0.0,,,1.0,,0.0,64.29,30.64,0.0,55.04,45.72,6.78,51.16,4.14,29.54,3.74,26.32,,29.23,20.93,,,,,29.98,89.73,88.76,41.17,58.64,3.61,43.09,42.0,1.41,0.0,0.0,8.7,99.08,,12.71,46.35,48.91,1.0,97.62,49.57,0.0,0.0,0.0,30.23,78.26,0.0,28.48,8.51,1.0,10.52,34.0,6.0,48.0,1.0,60.59,0.0,44.9,,0.0,15.32,,665830.03,507706.45,485790.92,8332.1044,617716.86,495903.84,230900.85,220351.9,316307.49,,565765.19,,720406.58,,493047.46,249454.02,242283.43,,,3.725,1.211,476141.7,182261.38,194377.01,964038.5,386628.49,444204.3,4.542,255229.58,504752.73,,384551.57,847097.33,499025.73,,,253084.82,401700.65,243771.92,216478.42,,,792703.82,0.8,186964.99,4.94998,,,,,,,1988.0,1979.0,314312.49,375028.83,1998.0,,,,2.979,394100.16,3.257,,988685.9003999999,,,,619283.47,836608.74,351482.85,0.808,4.056,133520.44,1.672,903619.52,342660.03,107425.51,69415.84,,36469.89,545548.44,862772.9,17356.29,266531.92,458888.41,791097.66
68.2,50.39,1.0,0.0,,,1.0,,1.0,94.57,36.53,0.0,49.685,50.45,38.36,30.51,68.06,88.43,51.019999999999996,61.67,,46.73,49.94,,,,,85.6,74.37,80.35,50.629999999999995,94.47,25.83,5.31,7.0,66.14,0.0,1.0,67.08,48.36,,75.56,43.4,1.5203,1.0,12.3,82.87,0.0,1.0,1.0,51.35,51.385,0.0,48.99,21.96,0.0,5.78,36.0,12.0,28.0,0.0,70.72,0.0,31.94,,1.0,72.25,,919926.1,859367.28,563796.15,565062.85,657198.7,778896.22,91416.94,722416.39,458719.11,,684545.92,,404935.36,,489757.83,973556.54,470716.19,,,4.414,1.275,981281.49,964386.17,39289.08,938848.45,102124.0,278699.98,2.4495,265651.11,192266.24,,495687.42,918229.67,537154.84,,,849343.5,813547.8,289832.02,314644.5,,,486775.02,2.495,885398.74,3.098,,,,,,,1988.0,1987.0,847305.69,549560.06,2024.0,,,,4.752,492933.21499999997,3.639,,28444.34,,,,140888.58,326625.13,798910.92,2.485,3.866,523015.68,0.97,587161.1,445160.69,281481.44,863909.67,,696156.3,789711.69,493954.66000000003,731182.2,337463.9,444883.38,496507.32
71.9,77.37,0.0,0.0,,,1.0,,0.0,70.2,1.5,1.0,49.685,29.23,46.51,26.92,21.2,3.72,23.75,59.63,,65.72,90.75,,,,,22.24,1.08,80.55,17.51,71.46,50.32,30.01,44.0,39.41,0.0,0.0,90.06,48.36,,93.07,4.53,48.91,1.0,84.52,92.51,0.0,0.0,0.0,72.0,2.38,0.0,14.67,48.355000000000004,0.0,29.92,1.0,10.0,5.0,0.0,74.96,0.0,21.67,,1.0,52.13,,505046.54,553067.11,194182.31,690123.91,858557.8,489615.49,420181.93,533060.3,779289.71,,774462.4,,201875.25,,275812.01,268348.78,407166.48,,,3.775,3.713,401645.35,691451.39,481501.11,956247.53,735058.62,300533.07,1.536,415803.84,442633.13,,635733.52,790545.76,597598.0,,,427037.61,946032.48,490137.1,616894.18,,,193685.1,4.804,987902.1412,0.829,,,,,,,1988.0,1987.0,505073.67000000004,53180.34,1987.0,,,,4.803,686048.16,2.046,,701866.77,,,,44433.86,346583.49,243340.24,3.713,2.578,652586.04,3.41,203997.98,496741.705,178594.26,499741.32,,840678.76,908235.95,493954.66000000003,352235.72,486632.28,906000.37,872834.66
60.22,24.03,0.0,1.0,,,0.0,,0.0,87.18,47.35,1.0,19.38,88.8,74.15,4.3,23.25,98.72949999999999,48.59,23.02,,94.3,87.82,,,,,20.82,40.39,91.56,19.41,13.5,50.32,34.47,32.0,25.19,1.0,0.0,14.91,98.92,,67.89,45.51,87.37,1.0,58.44,18.19,0.0,1.0,0.0,26.07,5.73,1.0,79.89,95.4,1.0,76.55,31.0,23.0,1.0,0.0,52.47,0.0,69.04,,1.0,96.91,,505046.54,333336.39,890932.01,662926.17,352252.68,692863.29,143561.84,57490.28,440526.28,,384054.6,,490385.145,,961794.18,346597.07,709369.18,,,0.634,3.439,924366.9,871018.38,52537.17,466910.18,913217.02,121571.38,4.384,599748.28,495712.36,,495687.42,133949.16,49097.13,,,495266.865,506129.45,505947.88,903608.2,,,711271.13,4.672,533782.26,3.029,,,,,,,1957.0,1991.0,863523.13,73844.34,1960.0,,,,0.448,464632.73,3.63,,379621.89,,,,185901.33,243711.03,202595.04,4.94,1.026,715338.22,2.251,199498.95,469153.17,496262.7,824214.61,,235305.9,884005.54,44190.15,836275.53,361938.2,621388.26,881949.97
14.57,23.28,0.0,0.0,,,0.0,,0.0,80.78,50.18,1.0,49.685,18.76,45.13,34.62,23.89,61.86,19.41,1.0415000000000003,,42.08,49.94,,,,,98.96979999999999,55.99,2.78,50.629999999999995,72.34,73.15,95.47,30.0,49.165000000000006,1.0,1.0,4.23,91.22,,1.39,80.96,89.65,1.0,49.504999999999995,49.57,1.0,1.0,0.0,58.96,94.38,0.0,29.94,53.22,1.0,48.96,37.0,23.0,34.0,1.0,46.9,0.0,26.49,,0.0,44.06,,352014.48,388567.39,560732.74,935178.01,869657.28,136063.51,267956.86,890747.3,203253.42,,733004.36,,977918.68,,493047.46,725633.83,640582.56,,,2.493,0.578,140518.61,270602.45,484149.47,950411.79,710639.69,940740.02,4.038,619648.77,166087.29,,143162.72,114144.74,447729.28,,,73143.02,947757.72,128500.22,153916.49,,,505040.16,0.872,165899.32,2.321,,,,,,,1961.0,2022.0,22046.62,541662.87,1993.0,,,,2.63,564992.67,2.842,,103790.85,,,,497281.14,341300.94,381567.22,2.485,3.012,509563.385,3.33,577790.56,677765.92,473737.76,157752.11,,14084.6492,11062.4995,627977.89,501212.11,12143.7783,830370.49,525165.72
17.24,32.67,1.0,1.0,,,1.0,,0.0,26.49,79.29,0.0,65.87,12.69,14.7,51.18,50.05,43.63,30.64,38.93,,73.46,71.32,,,,,86.05,70.98,84.99,50.629999999999995,62.34,75.52,39.13,25.0,49.165000000000006,0.0,1.0,49.76,99.15959999999998,,50.44,39.58,30.63,0.0,12.21,49.57,1.0,0.0,1.0,68.94,88.93,0.0,65.27,58.37,0.0,6.73,5.0,33.0,30.0,0.0,72.98,0.0,35.94,,1.0,8.17,,510153.13,984457.61,872992.05,733009.74,455919.17,339859.67,702341.76,355212.3,339991.96,,365179.72,,614346.45,,915575.84,497080.13,799935.39,,,2.071,2.5,588240.54,450983.58,274100.43,272544.02,367513.95,938607.13,1.359,504882.74,68552.41,,438522.22,929129.3,423246.53,,,149200.17,287992.51,647400.26,420475.54,,,272363.21,3.647,172915.55,4.856,,,,,,,2019.0,1991.0,353770.56,925600.44,2010.0,,,,2.821,311219.97,3.311,,970685.84,,,,36161.41,370381.32,471932.99,0.206,3.868,449394.17,2.27,501258.75,496741.705,410457.55,499741.32,,670129.12,902896.36,273346.56,145497.45,480671.56,848726.42,740095.08
52.97,64.76,0.0,0.0,,,1.0,,0.0,68.95,83.55,1.0,59.45,50.45,34.86,48.87,54.12,92.74,18.66,50.004999999999995,,16.79,4.68,,,,,60.77,26.96,50.48,82.41,78.87,86.36,43.23,7.0,45.85,1.0,0.0,90.45,37.43,,97.74,6.55,6.97,1.0,12.83,18.19,0.0,1.0,1.0,50.83,97.29,0.0,30.16,75.83,1.0,67.74,5.0,23.0,24.0,1.0,33.82,1.0,93.55,,0.0,95.91,,746722.99,159763.98,836500.25,989207.8667,787485.51,353389.69,918219.38,74120.5,492763.49,,485493.96,,710295.75,,629667.43,957466.35,598558.87,,,3.306,2.778,464636.55,425428.61,69328.6,491922.39,198568.37,826962.13,2.423,792820.91,368140.48,,908130.86,606265.52,332205.03,,,749641.89,435274.94,833300.35,735045.51,,,774230.94,2.183,666804.99,1.747,,,,,,,1966.0,2007.0,583190.17,498574.805,1966.0,,,,3.105,864721.11,2.811,,179240.45,,,,21791.77,906219.69,133542.16,1.848,3.864,266279.43,4.92,207374.66,196830.65,88050.02,979268.9,,546204.07,97141.13,344888.3,192496.19,372096.6,81958.7,423582.03
74.9,33.71,0.0,0.0,,,1.0,,1.0,43.26,50.18,1.0,85.47,20.93,49.45,31.18,32.28,84.73,53.83,84.13,,39.82,49.49,,,,,61.9,51.94,47.61,10.12,50.5,45.41,87.74,17.0,49.165000000000006,0.0,0.0,49.76,48.36,,40.83,52.1,26.47,0.0,35.59,24.05,0.0,0.0,0.0,88.56,33.89,1.0,64.26,75.87,1.0,12.82,40.0,36.0,8.0,1.0,48.71,1.0,9.88,,0.0,52.13,,692328.07,170517.96,166783.38,348864.97,605549.72,163803.23,823470.78,14325.6378,627587.43,,795506.52,,646572.05,,724522.54,792007.81,982561.93,,,3.491,0.838,648560.74,991942.0298999998,781829.05,456644.44,847295.33,810383.6,2.4495,820857.81,597113.54,,495687.42,192092.42,163993.1,,,495266.865,864121.46,441042.4,988480.68,,,956425.03,3.846,951892.68,2.421,,,,,,,1988.0,1976.0,701240.76,420253.49,1990.0,,,,4.088,83546.75,3.208,,532328.49,,,,112529.73,234410.52,756412.4,3.581,4.315,985431.47,4.373,570153.17,123045.21,454011.97,745802.82,,574138.51,501735.02,783936.28,259006.9,115942.66,14849.92,882211.18
