"LEI, MFI code for branches",co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,smallest_shareholder_name,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,largest_shareholder_name,net_inventory,net_sales,net_working_capital,pe_ratio,reporting_currency,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,controlling_shareholder_info,incorporation_year,ipo_year,num_business_segments,num_employee,company_name,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
529900WJYRLX4PRMQM74,48.28,7.58,FALSE,FALSE,,,FALSE,,TRUE,68.21,4.95,TRUE,,10.51,31.71,58.28,62.98,,46.43,3.06,,,51.28,,,,,72.92,,37.7,,98.07,87.11,67.32,30,33.3,TRUE,TRUE,1.18,91.45,,95.91,71.56,67.22,,37.87,74.72,TRUE,TRUE,FALSE,4.7,6.43,TRUE,,8.14,,,,5,45,FALSE,23.59,FALSE,22.16,,TRUE,66.1,,885032.29,576733.87,,964575.28,94121.29,246592.58,785188.79,781698.5,904395.31,565533.3,,136179.85,,228112.67,,741040.24,725856.47,769594.83,,,0.901,3.19,378068.39,,488880.76,288946.24,970491.86,20156.83,,,22923.72,,150429.09,153716.71,990826.61,,,36900.48,726067.91,646093.61,935089,Pacific Capital,,,381856.03,0.448,Pacific Capital,166428.85,1.074,,,,,,,Unknown,2013,2006,971397.3,669849.25,,1974,,,,1.743,405581.01,,,,,,,602522.32,198226.67,25400.92,2.144,0.27,198759.05,4.591,,452678.75,100999.82,888999.63,,171967.46,445237.61,282230.55,,94058.99,388935.65,378617.26
529900OPLFNQ83732X45,29.41,34.23,FALSE,FALSE,,,TRUE,,FALSE,63.65,78.34,TRUE,41.79,52.2,70,4.46,5.94,,70.1,3.24,,35.48,50.78,,,,,30.75,,,92.69,25.33,93.57,48.03,48,31.64,,FALSE,73.74,53.1,,,61.79,52.55,TRUE,14.37,49.51,TRUE,FALSE,,12.16,54.33,TRUE,46.39,98.7,FALSE,22.35,,47,43,TRUE,,TRUE,9.48,,FALSE,79.97,,876228.51,607090.77,,391546.97,411829.48,540484.47,307592.48,401184.11,762231.81,987774.36,,,,117424.02,,,305503.18,352144.6,,,4.684,4.228,142695.8,615872.17,949049.54,88229.77,394291.11,25684.53,2.148,136902.98,891248.62,,134281.47,285988.55,70346.2,,,379372.99,,,942279.2,N/A,,,357405.36,2.813,Global Holdings,910657.39,3.794,,,,,,,Pacific Capital,2012,1995,635648.16,996774.08,Unknown,2010,,,,4.01,290933.53,2.419,,910726.47,,,,782992.77,720502.54,857762.64,2.453,,710729.47,1.744,,536702.36,158601.52,624131.78,,,242033.35,,,968737.84,887778.49,
529900C1N2GMTYIKO591,0.95,,FALSE,TRUE,,,TRUE,,TRUE,26.57,68.25,TRUE,94.13,,35.39,,11.99,53.9,,47.72,,9.64,96.4,,,,,95.64,33.25,,58.9,51.85,21.82,82.76,10,71.86,TRUE,FALSE,2.47,6.55,,55.88,77.41,79.95,FALSE,49.3,85.24,TRUE,TRUE,TRUE,41.76,42.52,TRUE,93.77,54.55,,45.13,,,43,TRUE,7.93,TRUE,85.5,,TRUE,72.92,High,815327.88,,,129484.12,683043.84,66095.03,126454.59,986567.81,560562.26,999945.71,,51188.42,,,,,,485666.58,,,2.606,1.484,724453.55,16207.5,319979.96,666226.04,,201116.51,1.971,,632869.08,,648746.45,943563.52,752867.73,,,183275.24,840834.41,427322.44,682245.42,Alpha Corp,,,97758.06,1.774,,810174.54,3.283,,,,,,,Pacific Capital,,2005,745188.67,531900.17,Alpha Corp,1980,,,,4.183,496232.46,1.625,,385504.82,,,,699403.91,968663.79,242167.63,4.438,1.151,64187.64,2.089,576046.07,787468.25,566714.7,212331.05,,909987.95,660995.63,904406.4,662448.18,,592861.01,489837.48
529900MQJIQGD8N3YV53,80.14,5,FALSE,FALSE,,,FALSE,,,19.15,77.86,,63.33,63.61,87.56,72.57,92.8,71.82,19.21,20.91,,3.9,91.74,,,,,97.52,78.04,3.57,,96.33,61.05,28.09,16,49.92,FALSE,FALSE,68.45,27.43,,58.62,55.05,,FALSE,,28.87,,TRUE,TRUE,91.42,71.47,TRUE,53.64,9.18,TRUE,45.45,,11,22,FALSE,1.7,FALSE,4.64,,,27.58,Low,13281.66,,,221487.04,585690.96,499115.34,333263.37,68958.42,497097.43,605230.41,,219521.78,,989177.19,,52447.64,562315.18,820898.38,,,2.812,0.04,208469.8,714608.12,,359142.41,525225.92,221476.32,,307958.27,488565.06,,588700.95,,120345.18,,,896204.38,391304.09,962453.67,693490.21,Global Holdings,,,991030.59,,Alpha Corp,,,,,,,,,N/A,1990,,605724.13,236531.58,Pacific Capital,,,,,,369187.98,2.907,,218028.96,,,,959223.78,63660.47,421474.98,3.89,4.215,65073.75,0.474,621563.26,225759.21,448116.25,440352.7,,369323.93,312293.6,642885.77,587789.45,647381.9,143498.66,30103.5
5299001OKQX8MIF6CX78,18.32,39.99,TRUE,FALSE,,,TRUE,,FALSE,0.25,84.05,FALSE,82.02,15.14,40.07,24.95,57.66,14.92,65.74,96.89,,32.55,42.56,,,,,38.23,26.47,39.67,14.58,69.49,35.07,32.5,8,25.01,TRUE,FALSE,33.82,30.54,,87.65,35.5,90.55,TRUE,,49.19,FALSE,FALSE,TRUE,,,,84.29,75.62,TRUE,70.83,1,24,,FALSE,47.39,FALSE,,,,61.39,High,581222.24,890215.07,,440525,160168.05,311582.57,762168.55,,926220.67,299202.33,,212945.46,,952187.36,,INVALID_CATEGORY,696992.58,411823,,,1.976,0.31,238472.84,298010.78,973142.43,,,840908.43,0.558,535603.27,171560.83,,989811.09,262948.67,260502.67,,,643240.7,429871.41,594229.83,93207.19,Alpha Corp,,,432918.69,4.068,,,4.435,,,,,,,Alpha Corp,1994,,686917.15,367686.74,N/A,2023,,,,3.042,123163.27,3.521,,722387.83,,,,287331.82,321465.83,321703.5,1.314,1.463,516421.79,3.163,668264.63,,823792.3,870410.99,,714494.58,814524.59,,426462.43,358425.37,253276.17,9702.14
529900JHQ2OFFMM02038,64.91,,FALSE,TRUE,,,TRUE,,FALSE,3.35,,FALSE,43.46,10.2,58.34,58.74,27.47,1.38,42.57,45.21,,49.06,67.36,,,,,23.7,38.7,,,,39.29,82.29,2,55.43,FALSE,TRUE,48.54,15.67,,,17.07,32.79,FALSE,76.07,,TRUE,,FALSE,6.62,,TRUE,32.21,24.44,FALSE,97.88,36,,16,,4.79,FALSE,41.88,,TRUE,19.35,,932131.98,694627.31,,310195.94,649342.16,453790.14,532142.46,717837.39,869987.13,415776.85,,81614.75,,486212.3,,811411.59,439854.92,594343.3,,,0.383,2.558,383022.24,991947.65,247087.23,579131.43,846443.89,,3.106,202325.05,,,242.47,508272.32,,,,12429.69,,920955.15,832443.76,Pacific Capital,,,394014.57,1.091,Global Holdings,873798.46,3.385,,,,,,,N/A,1978,1996,951846.7,53065.13,Global Holdings,1983,,,,2.572,534084.4,1.683,,767864.04,,,,289073.08,362622.41,,0.06,,,0.197,584807.85,975423.66,471461.98,476629.65,,852979.52,529665.74,566554.11,446632.86,389811.4,99382.3,386657.43
529900EDWLRSBBNPOK20,83.47,0.04,TRUE,TRUE,,,TRUE,,FALSE,0.16,32.22,TRUE,67.22,83.93,2.68,34.62,27.14,13.74,3.58,,,,35.36,,,,,87.34,9.17,16.77,59.58,,29.72,40.28,24,38.99,TRUE,FALSE,5.61,,,18.35,80.38,40.68,FALSE,96.56,51.17,TRUE,FALSE,TRUE,,38.61,,64.95,16.15,FALSE,3.72,22,21,49,TRUE,86.69,FALSE,81.18,,TRUE,15.39,Medium,62808.09,,,,521575.19,,,35337.83,644307.03,17013.83,,903734.6,,340438.17,,327738.51,568775.23,936969.67,,,3.249,0.007,626956.07,696973.26,455326.68,144969.56,604285.93,750099.17,,,165991.89,,,986649.17,482637.81,,,24598.24,655530.19,155470.55,,Alpha Corp,,,971350.98,,,419483.16,4.334,,,,,,,Global Holdings,2019,1975,,957310.49,N/A,,,,,4.321,705380.99,2.585,,720871.8,,,,,601325.35,839008.22,4.108,,935645.81,3.357,143335.04,699692.4,819801.18,67384.98,,687253.65,81693.85,836849.3,168828.03,718946.1,732503.75,166260.71
529900KTP4LDLQ7MIR59,67.91,14.88,TRUE,TRUE,,,FALSE,,TRUE,15.53,34.48,,28.65,30.63,56.57,37.31,52.11,96.58,71.72,33.76,,4.93,64.45,,,,,25.45,13.28,15.84,11.95,,24.39,4.88,,,FALSE,FALSE,49.17,53.54,,12.18,37.26,,TRUE,,76.26,TRUE,FALSE,FALSE,86.65,18.55,TRUE,30,28.17,FALSE,69.98,40,,7,TRUE,6.68,FALSE,58.8,,TRUE,33.15,High,150902.68,,,469775.82,818977.79,957697.15,60618.2,435077.88,,765484.87,,449093.1,,829556.32,,586369.51,318982.31,,,,,0.276,722219.24,634303.11,346619.02,45294.5,69299.55,900929.87,1.409,507463.97,901904.23,,147965.51,941102.26,215342.02,,,18892.02,867528.88,93485.24,336896.12,N/A,,,245869.45,1.425,,922912.17,2.601,,,,,,,Alpha Corp,2001,1983,983833.38,488688.26,Global Holdings,,,,,0.864,62069.37,0.386,,810451.7,,,,941600.66,823635.89,769584.21,1.686,4.423,168613.48,0.255,966460.57,556208.21,548356.76,861363.88,,34637.89,817509.36,964893.65,117448.5,633315.87,383138.3,289840.24
5299005T3VDFRFKEDR04,39.53,69.27,FALSE,FALSE,,,TRUE,,TRUE,26.76,11.54,,56.12,9,44.33,,62.96,78.06,84.14,14.98,,0.28,67.76,,,,,98.35,12.74,43.62,21.53,44.01,,14.91,,80.14,,FALSE,53.81,,,28.9,28.15,15.64,TRUE,,,FALSE,TRUE,TRUE,26.34,15.96,TRUE,59.99,,TRUE,11.62,10,31,31,TRUE,18.94,FALSE,72.99,,TRUE,,Medium,428850.32,84421.08,,,249355.02,,276643.3,,850802.62,306449.29,,,,474166.5,,989209.17,833080.11,938059.68,,,0.725,2.547,521163.22,242393.27,545897.35,,740089.71,482310.18,,559650.93,560375.69,,770119.22,602238.48,986278.64,,,467032.09,540515.89,21151.4,329353.42,Global Holdings,,,460860.62,4.553,Unknown,663937,3.39,,,,,,,Alpha Corp,2002,1996,223341.39,394227.96,Pacific Capital,1976,,,,2.601,214449.49,3.228,,550759.45,,,,68701.58,364828.65,,4.156,3.644,638551.28,4.27,753142.93,136668.04,616914.27,,,841234.1,232241.11,24274.77,612609.04,356594.71,523287.5,739112.32
529900SQBP5GRV2TTK54,,31.25,FALSE,FALSE,,,,,TRUE,80.43,40.01,TRUE,41.63,57.4,40.99,93.75,30.49,99.44,5.15,73.3,,72.75,61.54,,,,,12.71,35.37,43.16,39.39,93.49,17.52,16.72,31,60.05,,TRUE,34.56,83.51,,98.82,78.05,57.9,TRUE,55.02,5.23,TRUE,TRUE,FALSE,97.7,77.28,TRUE,35.93,,TRUE,40.93,46,28,14,FALSE,47.31,FALSE,69.22,,TRUE,52.64,Low,606346.97,850593.26,,955655.88,947946.26,106063.44,,301127.18,,,,607853.04,,99020.31,,194519.81,,532560.78,,,1.66,4.631,638604.47,917358.17,186577.21,,376387.76,22631.06,3.133,990677.14,782014.77,,182947.75,903262.91,144968.24,,,580422.24,955646.05,297585.3,558200.55,Global Holdings,,,266849.45,0.062,,428469.33,2.89,,,,,,,Global Holdings,1963,1954,20336.3,489738.37,N/A,2010,,,,4.088,553404.96,,,974463.84,,,,782408.29,33716.54,,4.048,0.998,805822.2,1.877,989079.96,52659.86,505653.99,773621.85,,886677.78,580514.74,361639.29,160573.47,569873.42,864629.99,105696.76
529900P108QSOO21EE97,46.69,26.08,TRUE,TRUE,,,,,,54.37,80.56,TRUE,38.47,,20.46,35.43,79.01,94.1,47.76,59.21,,28.05,35.18,,,,,29.03,91.41,,54.73,9.89,76.56,74.47,,91.75,FALSE,FALSE,80.55,77.14,,,21.95,66.8,TRUE,,21.2,FALSE,FALSE,FALSE,66.08,44.43,,51.92,51.43,TRUE,30.13,,7,,TRUE,31.58,TRUE,3.47,,TRUE,42.74,,513735.66,405295.4,,146962.54,29696.37,759983.5,692071.94,270116.37,36662.68,,,631413.42,,894768.53,,249721.8,93635.39,343514.24,,,,1.102,460208.4,767652.15,581329.12,982308.35,47481.06,228165.81,0.431,480281.74,921977.67,,,17104.51,,,,587420.89,562355.8,5401.52,,Unknown,,,550050.86,0.621,Pacific Capital,331858.46,,,,,,,,Alpha Corp,1970,1962,953128.09,562816.21,Pacific Capital,1962,,,,,50885.78,3.87,,614244.02,,,,185853.54,361943.63,611893.59,,2.023,118589.63,1.225,522987.2,955182.88,238799.53,205365.04,,188768.98,,274678.72,940860.67,278135.82,406161.1,755024.32
52990003P069MRS9D366,4.09,50.49,TRUE,,,,FALSE,,TRUE,8.59,,FALSE,19.76,34.32,29.13,,98.77,16.07,63.01,68.78,,58.61,6.38,,,,,56.05,38.15,69.72,56.34,81.87,,70.77,24,35.44,TRUE,TRUE,33.85,,,,98.76,7.66,,84.08,,FALSE,FALSE,TRUE,42.83,70.78,FALSE,19.74,79.27,FALSE,0.39,30,43,28,TRUE,23.93,TRUE,48.29,,TRUE,67.8,,121221.67,89552.47,,73234.86,442088.53,939503.4,206897.8,713437.02,764332.05,219587.2,,159838.23,,,,,855048.87,43044.11,,,3.68,0.587,410806.57,537610.37,697233.51,487459.98,,153995.22,3.634,401677.98,884888.5,,874972.32,264478.6,,,,617243.78,35331.31,344527.75,564206.82,Global Holdings,,,925046.9,,Unknown,315187.63,0.678,,,,,,,Alpha Corp,1984,2022,431340.66,124647.27,Global Holdings,2000,,,,2.868,82755.25,3.12,,536066.62,,,,701942.27,640214.68,2357.44,1.343,4.861,982790.95,3.339,,444334.83,916424.43,689720.3,,613462.34,279369.77,240338.21,,328442.75,135775.55,69019.67
DE05896,53.18,76.8,TRUE,FALSE,,,TRUE,,TRUE,28.58,5.14,TRUE,4.58,,44.2,96.42,17.54,88.67,78.15,99.66,,88.32,67.24,,,,,42.43,91.74,87.24,81.8,59.78,64.7,95.51,47,,FALSE,FALSE,72.13,24.04,,63.64,29.65,48.43,TRUE,44.58,26.67,TRUE,TRUE,TRUE,58.12,,FALSE,9.74,50.36,FALSE,55.55,10,5,0,,33.64,FALSE,8.46,,TRUE,,Medium,569205.59,558906.02,,87642.09,,959361.23,464415.41,20502.08,696639.69,,,853973.99,,601848.8,,543346.89,622334.12,243971.72,,,1.841,4.306,851078.98,542351.96,468070.42,809911.58,755590.66,105284.31,2.382,,888775.51,,621748.95,470565.6,155911.62,,,537664.67,662060.34,611926.29,964056.94,Unknown,,,143947.09,0.971,N/A,219517.36,,,,,,,,Unknown,1954,1967,927725.21,622930.17,Global Holdings,1976,,,,1.722,843519.57,3.537,,788628.89,,,,662638.15,581418.42,526385.04,0.239,0.916,372246.72,0.586,453360.82,739273.27,183678.28,134271.83,,,597985.91,20788.42,601438.69,,988365.03,359439.32
391200ABD1OLFULBLM06,68.62,,FALSE,TRUE,,,FALSE,,FALSE,64.85,94.23,TRUE,70.8,,31.6,40.03,36.96,28.59,86.77,20.7,,53.54,12.93,,,,,,,26.85,89.34,5.14,18.75,74.03,,0.6,FALSE,FALSE,95.4,,,,90.65,6.99,FALSE,31.59,64.24,TRUE,TRUE,TRUE,24.29,27.63,FALSE,98.64,31.63,FALSE,,20,8,14,FALSE,93.97,TRUE,45.75,,,41.67,Medium,682600.43,878358.59,,732699.47,311982.35,,919190.62,431593.25,982419.32,48698.42,,980377.84,,,,54201.39,159492.69,299527.1,,,1.817,2.008,925102.22,389000.71,884131.88,518429.39,857892.72,470357.49,3.057,149020.01,323776.47,,629923.88,727119.14,731576.68,,,444465.57,990489.67,219860.27,954525.22,Pacific Capital,,,477299.72,2.754,Pacific Capital,219594.05,2.205,,,,,,,Unknown,1971,,652711.25,424016.58,Alpha Corp,1952,,,,0.517,181584.47,4.196,,586089.44,,,,299500.97,611380.43,171153.05,,2.033,182763.62,3.506,983963.38,,452351.1,,,53222.62,444169.21,313139.55,,850120.97,547333.94,862374.51
529900CWI4OT4SMHQM23,61.53,,TRUE,FALSE,,,TRUE,,TRUE,9.53,51.88,FALSE,57.67,47.1,93.36,17.95,41.29,34.69,25.32,93.28,,56.21,51.82,,,,,71.71,,78.12,,40.55,,,,68.4,FALSE,TRUE,37.17,67.38,,27.94,20.35,,TRUE,42.07,61.68,FALSE,FALSE,,39.38,83.83,TRUE,41.77,0.66,,29.06,14,41,15,,61.33,TRUE,0.67,,TRUE,21.38,High,709558.26,822175.36,,83609.16,2825.67,100193.78,645343.9,262012.34,698898.05,102508.73,,6335.23,,750743.94,,716509.04,,127991.87,,,4.867,3.308,923882.76,55870.87,69908.38,118553.03,166576.7,293323.99,,749579.44,581007.52,,379303.97,743875.41,338638.2,,,664988.35,296396.22,480457.52,826581.35,Unknown,,,192157.05,3.376,Pacific Capital,812852.58,3.841,,,,,,,Global Holdings,,1987,850341.31,780424.95,Alpha Corp,2017,,,,4.765,852446.34,3.762,,627665,,,,167799.6,869975.35,,1.943,1.323,173948.24,0.192,483591.35,853064.05,881818.91,,,,830818.65,923344.67,,379568.87,613718.84,122760.76
529900WVTLE8OTNZY156,33.67,3.98,FALSE,TRUE,,,TRUE,,FALSE,34.96,62.78,TRUE,64.12,42.07,66.1,10.94,41.44,37.72,89.8,9.74,,63.89,25.08,,,,,9.35,19.79,2.89,,26.7,62.6,68.67,16,79.49,FALSE,FALSE,58.75,,,18.56,27.06,70.17,FALSE,,88.66,TRUE,FALSE,TRUE,99.12,11.01,,20.91,70.65,FALSE,20.15,33,9,37,FALSE,9.17,TRUE,2.86,,TRUE,82.49,High,676071.03,698157.33,,711633.18,688201.48,23567.66,93123.44,415507.97,420852.45,388704.65,,827090.01,,117836.43,,11033.51,179077.94,,,,0.57,3.609,893471.75,934617.41,183447.76,43752.71,834725.49,483802.68,3.037,724741.71,214416.97,,,461289.09,513947.67,,,916244.43,527365.38,100148,429014.22,,,,623596.94,0.817,Unknown,271286.99,1.426,,,,,,,Alpha Corp,,,607527.1,771275.08,Unknown,1990,,,,0.325,792276.17,4.653,,977192.48,,,,746707.95,908870.34,,3.078,1.099,983529.47,1.68,741368.09,,,141093.83,,368995.18,412906.89,151286.2,,752416.38,852667.08,435946.12
529900XUBIXXFHP44185,76.11,44.53,TRUE,TRUE,,,TRUE,,TRUE,66.02,70.05,TRUE,13.52,35.21,97.55,45.21,50.7,64.08,75.93,,,12.09,66.7,,,,,64.56,39.16,17.77,25.7,20.25,4.16,95.4,46,,TRUE,TRUE,82.83,18.34,,2.68,97.89,,FALSE,,52.79,TRUE,TRUE,FALSE,93.53,,TRUE,20.47,72.43,FALSE,34.43,47,19,28,TRUE,17.17,FALSE,20.9,,TRUE,,Medium,153359.82,450657.33,,189516.17,,917750.65,765627.25,221941.22,437192.19,981049.22,,,,137106.44,,934240.54,249757.99,912720.04,,,2.841,2.183,993274.28,498303.74,978839.96,175410.66,169615.56,865236.04,0.285,751931.06,874527.48,,300368.45,,556805.98,,,430689.57,52516.76,545911.9,,Pacific Capital,,,460673.5,2.829,Global Holdings,69178.25,0.088,,,,,,,Global Holdings,1969,2024,851656.64,362737.45,N/A,1966,,,,0.576,700406.67,1.24,,561906.19,,,,,313978.12,227332.01,3.025,,236315.28,2.582,477785.23,821729.24,469726.15,468013.18,,,573426.9,34069.43,546754.52,546818.07,150972.26,822805.53
DE05826,60.01,,TRUE,TRUE,,,FALSE,,TRUE,26.81,91.39,TRUE,,98.36,56.47,27.47,11.41,77.08,45.65,93.82,,32.66,55.81,,,,,69.4,3.45,77.79,62.48,,67.54,77.61,27,83.06,TRUE,TRUE,87.49,14.39,,70.96,12.7,45.87,TRUE,78.69,87.31,FALSE,FALSE,TRUE,4.24,97.99,TRUE,58.76,51.91,TRUE,64.72,18,13,,TRUE,,FALSE,61.85,,TRUE,19.9,Medium,995537.58,115084.2,,443884.92,812809.62,,,711736.45,537999.94,,,58337.17,,830056.98,,859816.06,,966617.03,,,1.322,3.993,620497.69,619277.75,440031.09,33223.42,310240.94,879848.24,,185363.65,372071.48,,694340.89,361487.67,56232.73,,,522701.21,744194.59,577236.75,628169.64,Pacific Capital,,,404940.96,1.242,Global Holdings,709289.15,4.784,,,,,,,Alpha Corp,2007,,849379.59,826206.41,Alpha Corp,1989,,,,4.749,310510.33,1.482,,13903.17,,,,983175.07,271210.69,833784.28,2.612,,868176.34,4.193,481575.15,625504.45,730781.03,72325.13,,688453.83,453671.93,874685.26,,565761.02,456632.23,784669.96
PWEFG14QWWESISQ84C69,,50.45,FALSE,,,,TRUE,,TRUE,40.82,86.34,,8.09,98.81,1.43,58.12,70.59,74.67,63.49,54.87,,92.49,21.16,,,,,12.66,5.87,,88.95,54.15,15.72,22.08,6,59.13,,,81.64,,,93.86,93.78,26.72,TRUE,94.35,99.71,TRUE,FALSE,TRUE,71.77,,FALSE,9.51,69.72,TRUE,67.28,21,31,,FALSE,74.59,FALSE,97.15,,FALSE,39.08,Low,478235.32,899966.92,,959262.6,429251.78,951001.79,92128.87,,933645.27,801000.44,,188958.77,,537283.06,,958567.84,989547.52,698012.99,,,3.385,,213137.89,766246.66,282651.5,151797.77,146766.63,604721.16,2.829,787674.65,243915.75,,837419.33,957050.54,63907.31,,,,338824.22,899773.77,65592.81,Pacific Capital,,,346390.08,0.316,N/A,722461.45,3.534,,,,,,,,2009,,929574.11,372626.13,Unknown,1966,,,,2.513,485684.62,4.998,,238759.43,,,,160853.52,783139.74,655755.42,0.004,1.33,985228.84,4.355,311157.2,857530.19,247266.07,336390.94,,477725.39,3415.97,,214070.08,832238.17,405563.68,488421.5
529900088909IB2EAZ74,29.28,67.62,TRUE,,,,TRUE,,TRUE,42.87,60.07,FALSE,80.17,27.58,,3.25,68.89,82.95,19.37,,,98.32,31.32,,,,,86.1,84.4,38.33,68.71,18.38,69.08,13.34,8,15.54,TRUE,TRUE,,,,,81.12,,FALSE,36.77,45.18,FALSE,TRUE,,,,TRUE,67.37,,,86,23,18,37,FALSE,95.05,TRUE,54.71,,FALSE,72.27,Medium,879649.42,626203.37,,372244.32,363561.79,447096.09,112012.17,755222.89,457859.11,861574.41,,781652.04,,850453.53,,169934.77,80969.37,580513.34,,,3.833,2.802,563364.98,880721.24,690689.5,886803.79,334536.83,805028.83,0.288,669979.99,955633.81,,,43246.91,545976.44,,,924830.11,106976.34,681087.8,183763.66,N/A,,,614243.14,1.924,Unknown,140492.83,1.66,,,,,,,Alpha Corp,1961,2022,514583.34,641918.55,N/A,1973,,,,3.848,835927.92,3.979,,393286.46,,,,781458.57,72315.49,172459.38,4.088,,954204.41,2.455,788998.34,982016.82,609523.28,864503.5,,552503.91,780308.99,205462.63,756443.62,25227.58,708051.97,42928.32
52990089JN9S8OJ5KU82,31.99,67.9,TRUE,FALSE,,,FALSE,,FALSE,38.02,32.82,FALSE,3.38,54.63,92.36,48.3,52.42,0.29,28.54,44.61,,18.97,38.44,,,,,40.22,11.58,17.5,11.59,63.16,30.16,83.36,23,86,FALSE,TRUE,33.09,58.98,,48.33,1.37,,TRUE,40.43,98.39,FALSE,,TRUE,16.59,,FALSE,,36.82,TRUE,11.56,5,40,41,FALSE,8.48,TRUE,82.58,,TRUE,,Low,121212.27,394101.33,,,,906453.91,435177.28,68095.1,230704.12,910146.32,,909056.98,,211105.21,,899647.73,,819624.19,,,1.365,4.316,967435.32,819844.23,894085.65,910557.9,827254.63,852758.45,0.88,91100.35,335993.72,,871626.23,540708.2,104597.02,,,267251.7,237097.84,767555.73,740390.46,Global Holdings,,,250861.94,4.58,N/A,397901.24,,,,,,,,Unknown,2018,1954,664775.32,618448.62,Alpha Corp,1960,,,,3.29,612296,3.096,,124329.42,,,,,368040.57,,2.676,2.399,368719.03,3.619,530296.78,672744.48,136538.14,921789.12,,801033.78,326792.19,935090.46,202112.9,661979.98,358058.83,692545.16
DE05930,6.84,,,TRUE,,,TRUE,,FALSE,25.15,7.95,,41.8,,32.36,22.97,75.11,83.49,75.62,93.78,,83.92,6.34,,,,,27.71,34.89,49.93,24.08,96.96,7.34,74.54,10,,,TRUE,68.17,,,76.83,61.53,44.16,FALSE,10.04,3.36,FALSE,,FALSE,,58.23,FALSE,17.67,0.22,TRUE,93.78,18,,28,TRUE,13.11,,33.65,,,,High,435019.07,393246.5,,656155.54,230032.96,88131.54,593025.21,905012.32,651894.64,293316.03,,777161.02,,66874.21,,,144082.66,336638.71,,,4.246,0.177,483086.27,855021.84,977295.63,299916.12,416095.28,471547.83,0.559,886533.09,96236.83,,182236.16,70459.76,705967.76,,,515093.28,864787.65,619447.46,555755.58,,,,2052.8,2.897,Global Holdings,536231.01,3.145,,,,,,,Global Holdings,2021,1962,606970.51,268908.75,Alpha Corp,2002,,,,3.761,198669.53,0.822,,168336.62,,,,887020.3,363957.1,28177.3,4.587,4.371,682025.64,4.287,696710.96,,875512.86,513342.75,,798383.17,323724.29,912280.36,21727.11,305322.49,717929.71,776773.81
