co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,waste_recycled_share,water_withdrawal,collective_bargaining_coverage,fair_wage_gap,customer_satisfaction_score,human_rights_violations,diversity_representation,training_hours,turnover_rate,injury_frequency_rate,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,market_value_equity,asset_growth_pct,debt_to_equity_ratio,pe_ratio,net_profit_margin,roa_eat,solvency_ratio,roe_eat
24.92,14.84,0.0,1.0,0.0,76.0,45.63,0.0,73.7,33.65,48.55,46.41,16.81,46.33,7.11,95.53,94.53,19.0,95.5,33.32,19.07,87.07,0.0,80.23,61.13,1.0,81.62,0.0,29.22,8.0,30.0,15.0,121508.1,584677.86,2.169,0.571,470283.66000000003,433065.01,1.914,788668.71
46.57,50.39,0.0,1.0,1.0,29.81,50.18,0.0,5.06,27.26,26.16,41.94,66.19,20.52,65.36,80.6,5.62,29.0,49.165000000000006,27.68,47.62,69.69,0.0,59.0,7.23,1.0,2.98,1.0,38.92,24.0,37.0,19.0,232602.43,772547.59,2.5,4.75,470283.66000000003,770934.45,4.444,445472.99
34.01,12.72,1.0,0.0,1.0,66.17,1.1236,1.0,64.15,49.02,79.86,44.7,49.52,53.08,69.45,2.97,74.2,44.0,86.85,50.44,49.99,76.7,0.0,99.1516,37.59,1.0,75.71,1.0,88.79,47.0,4.0,24.0,8826.8156,509958.97,4.024,2.495,206288.42,215670.05,2.089,742321.88
7.87,71.66,0.0,1.0,0.0,49.945,90.5,0.0,44.65,47.15,12.9,80.32,16.35,91.31,80.56,50.02,52.52,25.0,17.17,5.68,28.53,16.98,0.0,96.28,51.385,0.0,49.56,1.0,34.3,15.0,0.0,44.0,657090.06,641254.46,2.5,1.785,131898.11,207821.15,2.939,841188.46
29.4,14.76,1.0,0.0,0.0,8.42,91.81,0.0,74.58,8.04,66.98,63.43,95.3,51.52,49.35,2.22,68.03,25.0,95.06,93.87,49.99,64.04,0.0,58.65,31.4,0.0,69.08,1.0,48.96,40.0,9.0,29.0,694299.66,709659.96,1.801,4.161,319898.35,509563.385,1.603,411348.1
93.88,56.68,1.0,1.0,1.0,84.57,61.28,0.0,75.75,63.11,88.41,36.69,12.65,16.57,96.51,12.13,50.32,14.0,1.25,33.34,29.93,12.63,1.0,69.48,51.385,1.0,18.59,0.0,7.54,30.0,44.0,24.0,933096.25,295038.11,1.885,2.495,470283.66000000003,109276.59,4.004,881252.52
61.84,36.49,0.0,0.0,1.0,60.14,50.18,0.0,10.1,27.2,28.14,32.8,36.25,16.29,9.61,95.28,63.54,20.0,91.96,23.88,72.57,34.7,0.0,8.55,64.39,0.0,13.47,0.0,84.61,24.0,21.0,33.0,507706.45,423695.98,4.764,2.495,906403.4,574413.09,2.172,465325.08
88.83,83.45,0.0,0.0,1.0,89.71,7.18,0.0,90.93,13.7,91.54,19.45,34.27,67.47,77.26,76.93,74.02,25.0,88.79,56.52,7.8,48.91,1.0,7.84,31.37,0.0,40.67,1.0,28.71,35.0,43.0,0.0,814857.33,197026.63,1.608,0.836,66283.25,904695.1,1.687,786054.1
50.075,53.64,1.0,0.0,1.0,92.42,50.18,0.0,85.46,93.29,60.25,51.019999999999996,53.54,54.21,14.97,38.45,60.67,3.0,37.98,44.46,37.32,48.91,1.0,66.21,94.99,0.0,36.38,0.0,8.81,33.0,2.0,16.0,731459.18,838950.08,2.52,4.804,674127.94,893288.71,0.988,172331.8
44.99,59.88,0.0,0.0,0.0,53.77,94.08,0.0,87.06,1.51,93.58,32.33,42.68,36.2,97.75,7.11,79.95,25.0,81.41,27.93,97.65,56.14,0.0,27.18,47.12,1.0,49.56,1.0,42.22,24.0,7.0,33.0,135661.51,502303.19,0.485,1.332,846476.77,107231.05,3.942,764254.61
3.75,19.66,1.0,0.0,1.0,85.13,88.16,0.0,49.685,7.35,86.18,87.42,72.48,55.3,49.855000000000004,15.97,82.84,34.0,49.165000000000006,50.44,90.4,48.91,1.0,56.38,36.24,1.0,49.56,1.0,48.96,2.0,21.0,27.0,507706.45,592574.17,0.545,3.315,95855.92,972915.29,0.066,34454.35
26.14,79.62,0.0,0.0,1.0,72.85,48.45,0.0,71.82,98.44,36.44,78.59,48.61,97.36,58.49,13.23,11.54,25.0,49.165000000000006,50.44,89.42,74.39,0.0,56.56,21.2,1.0,32.93,0.0,26.08,9.0,18.0,16.0,330773.3,801982.83,3.523,4.796,194101.31,344673.38,2.44,971139.89
6.37,45.52,0.0,1.0,0.0,41.69,48.4,1.0,65.04,28.47,29.26,45.56,74.97,88.87,22.29,4.0,98.1,33.0,49.165000000000006,27.59,90.19,48.91,1.0,51.35,37.04,1.0,3.48,0.0,7.09,2.0,22.0,12.0,507147.69,224534.52,1.346,0.18,309519.0,497817.01,4.456,954674.96
37.99,2.05,1.0,0.0,1.0,64.28,91.7,0.0,90.35,64.53,66.64,51.019999999999996,83.71,49.94,15.47,36.63,30.55,37.0,66.67,96.38,49.99,61.36,0.0,12.29,6.83,0.0,73.3,1.0,98.33,24.0,12.0,41.0,774695.28,513942.27,0.332,2.729,942664.94,509563.385,2.997,744222.47
32.31,41.11,0.0,0.0,0.0,4.48,64.79,0.0,25.43,84.08,65.93,45.35,96.05,61.5,34.44,82.01,46.87,26.0,48.67,85.23,28.26,38.46,0.0,25.07,98.7671,1.0,1.61,1.0,91.67,24.0,19.0,24.0,732192.7,626887.11,4.825,0.531,410733.28,838640.76,0.15,433787.79
14.19,61.45,1.0,1.0,0.0,20.84,50.18,1.0,1.85,71.83,53.89,84.96,73.45,47.37,63.49,15.24,8.28,47.0,39.52,1.35,21.02,6.73,1.0,79.14,66.15,1.0,91.75,1.0,45.82,24.0,33.0,19.0,168638.1,775772.91,1.884,0.997,63961.58,360316.09,2.5635000000000003,292180.55
6.36,93.28,1.0,1.0,0.0,61.81,79.19,1.0,28.71,6.83,9.78,57.77,11.48,49.94,41.55,80.28,45.96,39.0,62.95,30.61,84.25,25.58,1.0,8.86,3.95,1.0,74.44,1.0,3.56,8.0,16.0,22.0,507706.45,229479.66,2.234,4.45,360111.71,172737.25,2.697,373544.62
50.075,34.72,0.0,0.0,1.0,45.0,47.2,1.0,65.67,20.8,50.24,74.3,78.17,57.89,36.85,89.71,82.94,29.0,48.53,34.31,88.07,64.23,1.0,92.95,51.385,0.0,79.42,0.0,13.16,24.0,0.0,26.0,381553.34,594310.52,2.539,3.979,851794.23,454894.79,3.906,634730.1
68.65,50.39,0.0,1.0,1.0,2.09,15.06,1.0,15.78,50.05,4.1,51.019999999999996,48.61,12.7,59.6,78.15,44.05,19.0,26.47,53.15,69.79,37.85,0.0,8.28,96.16,1.0,84.52,0.0,71.24,24.0,23.0,35.0,473244.28,396599.94,0.03964,2.567,875108.0,52298.17,4.71,793769.24
99.0987,91.45,0.0,0.0,0.0,5.12,23.29,1.0,57.1,25.01,38.37,15.82,8.9,21.97,75.79,61.13,50.82,32.0,49.165000000000006,19.15,55.14,46.2,1.0,62.3,51.385,1.0,48.48,1.0,48.96,42.0,16.0,24.0,988027.4428,358986.92,4.644,4.449,470283.66000000003,277463.61,3.618,780885.17
90.08,38.35,0.0,1.0,0.0,32.79,20.77,1.0,50.31,92.07,4.3,70.17,0.97,70.72,9.68,79.53,7.77,29.0,49.165000000000006,71.8,6.48,17.03,0.0,90.35,47.7,0.0,31.16,0.0,87.11,15.0,27.0,25.0,690741.27,58003.5,3.596,2.372,376768.73,509563.385,3.471,782802.15
81.91,50.39,0.0,1.0,1.0,49.945,81.17,1.0,24.84,30.06,15.82,58.43,92.63,52.77,52.9,45.16,20.84,23.0,88.24,50.44,49.99,3.62,0.0,94.68,23.98,0.0,55.8,0.0,75.25,1.0,16.0,24.0,534345.34,110014.81,0.495,0.66,356840.6,468265.11,2.993,377665.83
15.34,28.02,1.0,1.0,0.0,94.25,36.37,0.0,77.72,63.74,31.11,51.019999999999996,61.7,94.78,49.855000000000004,53.8,50.32,0.0,68.45,68.76,55.3,2.66,1.0,57.66,51.385,1.0,58.7,1.0,83.99,5.0,34.0,48.0,831462.76,50266.33,1.84,0.724,869797.76,200124.8,0.169,587635.75
33.46,99.2095,0.0,0.0,1.0,54.54,50.18,1.0,49.685,32.74,31.17,0.99,62.44,92.86,41.15,77.11,14.97,43.0,89.89,42.12,37.48,87.45,1.0,53.09,29.41,0.0,19.28,1.0,84.49,42.0,34.0,18.0,489340.3,973969.76,2.374,2.495,461100.07,552286.01,4.16,501212.11
58.1,29.28,1.0,1.0,0.0,32.35,50.18,1.0,73.4,46.0,54.34,15.22,48.45,49.94,53.85,68.79,5.14,46.0,90.6,0.8698999999999999,27.44,77.26,1.0,78.74,51.385,0.0,52.78,1.0,48.96,31.0,23.0,42.0,280927.18,487142.29,1.664,4.094,120351.97,928083.72,0.159,181644.69
83.24,32.73,0.0,0.0,0.0,78.27,75.99,0.0,12.45,4.42,42.08,72.15,0.9430999999999999,37.44,98.98,3.64,97.68,22.0,75.78,95.7,89.24,60.46,1.0,85.44,55.71,0.0,9.64,1.0,63.28,35.0,47.0,24.0,25528.45,498221.31,1.974,2.495,107249.05,509563.385,2.351,243628.28
2.19,72.69,0.0,1.0,1.0,17.03,64.2,1.0,23.46,85.58,91.27,75.08,36.47,4.81,64.85,50.79,86.3,11.0,49.165000000000006,21.69,4.41,77.37,0.0,11.34,29.54,0.0,41.28,1.0,48.96,24.0,23.0,24.0,805019.78,497705.59,1.66,3.849,370037.63,10740.5142,3.22,860330.34
34.74,52.0,0.0,1.0,0.0,92.0,84.14,1.0,79.87,56.9,60.65,49.55,95.77,84.49,11.92,49.785,5.07,6.0,49.165000000000006,19.18,56.68,50.72,0.0,3.07,57.86,1.0,36.97,1.0,32.39,24.0,23.0,45.0,234586.31,438176.61,2.088,4.203,428681.37,509563.385,0.794,476756.49
38.3,59.75,0.0,0.0,0.0,78.84,26.8,1.0,28.05,43.24,20.53,51.019999999999996,23.01,28.19,67.7,20.94,1.05,14.0,59.35,72.22,74.37,13.8,0.0,68.89,11.3,1.0,4.57,0.0,3.0,49.0,9.0,45.0,217161.1,570749.45,3.673,1.538,441615.4,247470.49,1.655,501212.11
2.47,16.95,0.0,1.0,1.0,2.88,66.2,1.0,55.69,37.23,70.41,91.35,7.23,66.51,37.48,79.85,46.7,25.0,36.46,50.44,95.66,89.9,0.0,3.86,47.98,1.0,7.23,1.0,58.04,11.0,23.0,8.0,507706.45,466857.77,0.732,3.783,303816.12,870669.75,4.151,751524.15
84.13,55.75,0.0,1.0,1.0,11.99,54.17,1.0,4.77,85.59,29.7,32.39,85.75,29.07,56.9,49.785,81.29,18.0,98.11,32.47,23.07,63.44,1.0,83.78,64.81,1.0,65.34,1.0,47.29,42.0,32.0,17.0,206324.98,49763.22,4.105,2.321,470283.66000000003,249078.94,3.716,584953.13
50.075,24.48,1.0,0.0,0.0,68.02,75.06,0.0,92.52,15.02,14.3,26.08,77.03,22.63,12.18,52.99,17.15,43.0,23.23,98.56,59.14,71.34,0.0,44.72,52.52,1.0,64.14,0.0,58.89,1.0,44.0,17.0,416857.6,615409.41,4.606,2.495,49731.36,710955.62,2.666,933844.03
98.16,4.67,1.0,1.0,1.0,11.26,91.41,0.0,21.69,46.3,50.24,22.93,22.89,54.7,18.29,49.785,50.32,25.0,77.24,95.94,99.094,67.69,0.0,50.45,5.1,0.0,43.94,1.0,73.26,28.0,36.0,31.0,802968.25,194447.25,3.287,2.495,992510.0455,240812.61,3.45,479469.92
27.61,5.23,1.0,1.0,0.0,32.19,75.78,0.0,13.85,69.69,13.7,28.73,52.96,69.4,49.855000000000004,80.69,16.14,37.0,44.87,31.49,62.79,9.78,1.0,38.44,51.64,1.0,23.73,1.0,48.96,24.0,23.0,24.0,660461.6,602314.66,4.187,4.933,778680.89,714497.88,1.369,671871.32
37.35,50.39,1.0,0.0,0.0,39.91,55.02,0.0,46.73,20.59,60.48,71.01,65.32,85.22,33.29,45.97,50.32,34.0,7.44,11.62,6.18,88.88,0.0,52.37,27.65,1.0,23.78,1.0,48.96,42.0,10.0,23.0,804411.56,502303.19,1.029,2.129,143929.79,761696.09,1.329,140390.17
99.0987,50.39,0.0,1.0,1.0,84.98,95.41,1.0,50.22,84.19,72.78,51.019999999999996,53.66,45.42,10.51,10.33,99.1528,3.0,32.16,41.09,32.85,7.53,0.0,35.1,64.96,0.0,58.89,0.0,30.37,1.0,41.0,47.0,610920.79,756809.44,3.752,3.214,763609.96,777588.97,1.07,779924.84
75.39,29.0,0.0,1.0,1.0,16.3,52.47,0.0,31.25,82.28,6.02,52.41,41.28,32.52,96.76,14.79,50.61,16.0,49.165000000000006,72.62,41.86,33.05,0.0,51.35,14.55,0.0,46.71,1.0,48.96,14.0,35.0,41.0,70712.65,345386.95,3.105,2.495,248637.56,509563.385,2.788,314934.64
15.21,55.58,0.0,1.0,1.0,43.3,29.54,0.0,39.73,79.75,69.03,52.97,97.72,95.18,49.23,31.76,70.4,38.0,47.85,50.44,57.3,73.29,1.0,4.92,51.77,0.0,98.66760000000001,0.0,59.09,24.0,2.0,10.0,238152.16,989234.755,0.525,1.577,992510.0455,562382.69,3.173,874256.78
7.51,2.9,0.0,1.0,0.0,26.47,15.87,1.0,1.67,53.39,51.34,23.87,60.72,17.14,56.99,3.26,90.37,35.0,28.12,37.54,56.72,48.91,1.0,51.65,45.68,1.0,33.5,1.0,48.96,16.0,23.0,43.0,425370.89,331814.57,1.486,0.06303,806114.6,845791.78,2.591,927192.51
10.38,81.44,0.0,0.0,0.0,31.63,46.1,0.0,3.05,29.66,91.22,10.64,0.96,61.12,67.57,20.29,53.14,47.0,41.83,30.33,25.51,92.21,0.0,92.6,51.385,1.0,96.44,1.0,5.91,16.0,8.0,13.0,458266.46,615517.07,1.528,2.976,470283.66000000003,395714.74,4.005,213078.53
31.05,30.64,1.0,1.0,0.0,97.27,71.42,1.0,91.61,86.2,78.19,54.32,50.95,11.37,68.37,1.5,43.65,9.0,75.5,50.44,49.99,48.91,0.0,31.22,80.08,0.0,23.95,1.0,92.96,18.0,25.0,20.0,759415.0,86512.28,3.032,4.519,470283.66000000003,889922.76,4.515,687125.87
79.99,3.66,0.0,1.0,1.0,19.14,51.14,0.0,49.685,40.94,43.7,51.019999999999996,66.51,77.36,15.74,69.04,50.32,15.0,26.27,10.27,49.99,48.91,0.0,51.35,61.44,0.0,57.02,0.0,96.77,39.0,44.0,24.0,256792.04,823479.65,0.69,1.846,470283.66000000003,704844.37,4.526,20657.22
39.31,43.49,0.0,0.0,1.0,10.8,45.79,1.0,54.92,1.04,15.58,51.019999999999996,71.86,28.46,45.77,31.61,0.9372,16.0,93.77,29.57,15.78,48.91,1.0,34.12,7.1,0.0,85.3,0.0,48.96,26.0,29.0,34.0,770981.69,498377.03,4.108,1.883,728524.96,567821.29,4.395,902433.1
24.25,41.54,1.0,1.0,0.0,24.28,29.72,0.0,40.66,86.79,50.24,72.68,79.2,56.75,92.39,70.58,1.92,25.0,81.87,3.99,49.99,53.19,1.0,78.11,51.385,1.0,30.0,0.0,47.75,24.0,49.0,25.0,852037.41,361772.69,1.952,4.842,412843.54,242292.98,2.641,372356.41
9.89,13.08,1.0,0.0,1.0,58.33,53.8,1.0,53.51,51.66,28.12,16.57,71.9,18.3,49.855000000000004,80.72,79.48,12.0,49.165000000000006,56.21,75.81,11.08,0.0,7.19,33.64,0.0,60.4,1.0,48.96,19.0,39.0,7.0,624143.66,502303.19,1.016,2.308,85077.41,784062.58,4.928,501212.11
35.18,50.39,1.0,0.0,1.0,25.21,4.38,0.0,24.38,73.26,14.76,84.78,10.96,50.54,40.44,55.38,79.19,25.0,15.39,89.49,39.16,48.91,1.0,39.23,51.385,0.0,48.89,0.0,17.79,47.0,43.0,43.0,255543.89,546783.16,3.364,0.966,856750.29,479165.3,2.37,676713.11
82.13,50.39,0.0,0.0,1.0,62.96,40.69,0.0,14.06,47.69,50.24,39.8,48.61,89.63,91.41,34.37,74.36,43.0,12.08,50.44,77.17,10.23,0.0,97.26,33.04,1.0,39.37,1.0,86.41,17.0,34.0,30.0,361069.54,68543.6,1.55,3.437,963068.12,137621.65,1.882,605869.42
8.49,54.25,0.0,0.0,0.0,11.54,38.09,0.0,1.71,40.39,92.23,43.04,30.19,53.85,42.74,50.45,21.88,3.0,40.84,8.76,91.13,65.25,0.0,90.93,78.51,1.0,11.19,1.0,91.06,39.0,37.0,24.0,507706.45,535350.53,0.889,2.087,462378.97,509563.385,2.839,655281.95
50.075,93.92,1.0,0.0,0.0,73.06,29.63,0.0,49.685,91.0,87.21,60.03,23.55,13.52,23.21,67.35,27.59,25.0,28.54,50.44,22.53,34.27,0.0,85.85,32.59,1.0,37.56,1.0,72.03,24.0,3.0,43.0,913601.18,857751.51,2.5,4.701,752276.11,327240.08,1.75,13102.5774
36.07,28.9,1.0,0.0,1.0,24.54,50.18,0.0,76.45,19.9,88.55,51.78,62.32,9.84,85.49,74.4,93.53,25.0,81.55,58.94,42.76,20.54,1.0,1.9,13.9,0.0,78.99,1.0,89.35,9.0,49.0,24.0,335528.24,502303.19,4.659,2.495,614632.69,368435.07,0.556,423438.06
62.1,1.1,0.0,0.0,1.0,49.945,27.44,0.0,7.55,53.19,81.34,6.26,75.2,66.23,17.24,53.34,86.42,25.0,10.33,0.8698999999999999,63.5,17.78,1.0,2.77,54.61,1.0,53.47,1.0,32.61,0.0,14.0,36.0,507706.45,43698.08,3.397,1.018,296412.81,372489.03,3.445,501212.11
61.65,98.18,1.0,1.0,1.0,49.945,12.48,1.0,85.93,33.08,56.98,83.62,57.84,36.92,83.99,95.8,28.97,21.0,71.22,0.8698999999999999,65.07,98.03,0.0,10.97,37.58,0.0,55.87,1.0,5.26,48.0,23.0,18.0,131219.3,442751.95,4.094,2.495,613993.07,867984.82,2.227,988974.613
50.075,50.39,1.0,0.0,1.0,17.78,95.92,0.0,70.46,39.81,50.24,61.62,14.56,49.94,21.96,49.785,92.33,6.0,2.51,50.44,10.84,35.19,1.0,3.25,82.49,1.0,30.21,1.0,56.78,24.0,47.0,19.0,633191.45,644921.08,2.398,2.959,992510.0455,697152.9,3.62,786432.57
41.18,64.84,1.0,0.0,1.0,30.59,52.43,1.0,91.54,50.05,98.8434,86.98,67.73,68.08,53.23,56.66,11.87,49.0,80.94,55.32,78.29,37.25,1.0,88.74,28.62,0.0,23.78,1.0,48.96,16.0,41.0,10.0,507706.45,317832.77,1.561,1.229,943578.05,724111.42,3.335,366269.7
37.02,50.39,0.0,0.0,0.0,86.21,3.67,0.0,17.19,50.05,67.0,21.15,77.43,2.8,69.68,61.12,3.34,26.0,14.48,72.5,8.92,48.91,0.0,89.44,72.59,1.0,41.17,0.0,69.17,28.0,34.0,36.0,732778.94,635577.07,3.291,1.845,977396.37,428659.27,3.059,302762.16
15.41,77.16,0.0,1.0,0.0,1.33,14.36,0.0,94.4,83.48,66.88,32.15,36.32,92.12,50.49,36.13,0.97,30.0,49.165000000000006,1.7,41.28,75.27,1.0,69.59,51.385,1.0,46.4,1.0,6.7,44.0,1.0,34.0,803864.09,502303.19,3.764,4.182,741119.7,509563.385,0.392,459469.81
79.05,21.32,1.0,1.0,0.0,66.67,23.65,0.0,81.72,39.01,67.37,51.019999999999996,63.21,9.48,90.76,30.66,28.99,29.0,38.7,50.44,61.35,55.06,1.0,51.35,1.0786,1.0,27.22,1.0,99.0602,32.0,37.0,24.0,589171.41,147522.86,4.39,3.405,195630.12,409159.19,0.31,573283.38
50.075,53.09,0.0,1.0,1.0,56.06,50.18,1.0,82.1,85.71,22.89,5.98,48.61,52.33,49.855000000000004,57.64,71.81,14.0,49.0,38.7,17.57,48.91,1.0,84.92,39.14,1.0,27.16,0.0,63.2,49.0,49.0,31.0,980364.45,502303.19,2.355,4.145,644511.23,972003.23,4.722,808336.34
54.0,50.21,0.0,0.0,0.0,89.33,50.18,0.0,41.25,46.51,74.66,5.86,22.56,98.27,0.6567000000000001,96.75,66.99,25.0,49.165000000000006,30.47,81.46,5.96,1.0,69.9,34.13,1.0,66.39,1.0,59.65,23.0,46.0,26.0,562426.21,349061.92,2.349,1.302,289520.05,770355.31,4.955,848546.6
50.075,64.88,1.0,1.0,0.0,54.6,10.64,0.0,83.22,60.16,8.42,56.13,8.59,88.12,32.06,5.52,94.08,22.0,19.66,80.85,56.6,87.35,1.0,98.25,98.54,1.0,49.12,1.0,91.71,2.0,17.0,24.0,507706.45,549085.89,3.221,0.391,733171.03,332889.9,0.642,228532.09
29.52,39.16,0.0,0.0,1.0,92.69,24.86,1.0,66.89,54.96,21.11,18.36,84.85,48.37,62.39,49.785,81.89,16.0,79.27,80.24,35.94,61.07,1.0,75.85,16.71,0.0,10.31,0.0,48.96,19.0,1.0,0.0,134836.53,648284.63,1.485,2.488,470283.66000000003,745160.49,0.526,501212.11
43.07,6.09,1.0,1.0,1.0,65.4,27.92,0.0,49.92,88.74,54.93,51.019999999999996,38.66,33.1,6.41,40.0,56.87,35.0,29.16,42.46,97.32,48.91,0.0,46.73,63.04,0.0,94.09,1.0,15.22,24.0,23.0,1.0,245730.59,542665.13,1.979,1.049,495373.89,200764.81,2.326,860867.34
2.68,53.26,1.0,0.0,0.0,18.5,81.98,0.0,84.92,60.21,33.65,51.019999999999996,85.95,8.09,47.31,77.75,48.73,25.0,75.37,5.36,49.99,25.79,0.0,91.74,51.385,1.0,28.86,0.0,99.0602,40.0,23.0,8.0,75824.87,749460.29,3.095,2.225,668205.57,689639.12,2.715,727504.52
1.1913,94.69,0.0,0.0,1.0,52.46,50.18,1.0,78.6,61.43,50.24,84.21,18.52,34.67,68.34,49.785,35.41,30.0,72.61,72.29,46.99,12.93,1.0,94.3,29.38,0.0,34.14,1.0,56.63,2.0,46.0,24.0,268693.61,910763.58,2.269,1.54,836178.84,549435.47,3.916,210252.22
66.72,38.04,1.0,1.0,0.0,40.68,28.66,0.0,40.71,12.42,5.79,29.23,35.2,49.94,91.33,49.785,35.52,5.0,49.165000000000006,82.04,86.78,62.04,1.0,37.04,46.09,0.0,73.98,0.0,65.68,18.0,23.0,10.0,921393.69,242484.34,4.283,2.02,829485.53,670731.66,4.739,533462.67
66.46,99.2095,0.0,1.0,0.0,29.54,50.18,0.0,24.78,35.92,50.24,35.78,32.39,19.42,98.33,40.95,69.38,16.0,8.24,94.75,91.73,81.8,1.0,53.54,46.23,1.0,81.67,1.0,80.54,8.0,46.0,24.0,9450.47,29876.0,4.864,0.142,178231.64,300212.3,3.815,881801.94
67.71,86.99,0.0,0.0,1.0,11.9,15.26,0.0,78.74,32.28,50.24,49.34,48.61,49.94,49.855000000000004,49.785,50.32,10.0,41.7,74.48,61.52,48.91,1.0,51.35,82.93,0.0,29.25,1.0,86.95,33.0,31.0,24.0,375462.35,502303.19,3.972,0.338,651716.31,663927.48,4.623,130802.02
1.26,86.72,1.0,0.0,1.0,21.49,23.94,1.0,23.99,29.61,48.92,60.26,62.28,25.0,2.65,61.79,30.44,7.0,24.06,94.98,48.54,65.1,1.0,75.57,51.385,0.0,74.82,1.0,48.96,49.0,25.0,25.0,507706.45,527713.17,4.183,2.495,155505.15,124203.12,0.095,988974.613
85.81,10.68,0.0,1.0,0.0,36.65,84.77,0.0,43.92,99.06330000000001,61.8,38.48,7.75,12.79,91.66,95.88,4.5,13.0,49.79,9.05,65.99,23.4,1.0,47.87,98.19,1.0,37.07,0.0,91.41,5.0,15.0,24.0,241643.69,124448.06,3.786,1.411,772457.95,509563.385,1.883,390861.29
69.33,32.27,0.0,0.0,0.0,78.28,14.92,0.0,35.22,50.05,50.24,60.53,62.7,5.46,38.75,30.89,70.96,27.0,49.165000000000006,42.73,49.99,81.79,1.0,67.42,37.53,0.0,4.17,1.0,83.05,17.0,8.0,7.0,335820.32,550167.43,2.829,3.555,470283.66000000003,509563.385,2.224,437291.01
33.96,43.64,1.0,1.0,0.0,19.38,50.18,0.0,33.49,36.97,37.8,38.75,5.01,17.05,32.29,49.785,11.58,37.0,98.84,61.13,52.52,78.47,1.0,51.35,76.45,0.0,27.77,1.0,48.96,49.0,36.0,40.0,507706.45,670183.58,2.5,1.354,330259.16,509563.385,1.064,771583.07
50.075,22.32,1.0,1.0,0.0,49.945,30.67,1.0,82.6,15.27,77.24,1.82,29.58,90.47,13.4,12.38,77.01,36.0,7.44,98.8956,33.16,48.91,1.0,27.7,86.83,0.0,77.23,1.0,48.96,9.0,38.0,24.0,913262.62,613502.93,2.721,2.088,470283.66000000003,509563.385,1.036,835736.18
50.075,34.35,1.0,0.0,0.0,64.73,44.5,0.0,2.2,10.13,69.39,66.66,41.35,63.43,49.855000000000004,66.57,28.44,7.0,61.03,50.44,80.17,28.68,0.0,97.34,41.34,0.0,78.72,1.0,39.69,4.0,17.0,38.0,848326.77,932313.19,2.48,3.65,407765.77,509563.385,0.787,501212.11
47.35,50.39,0.0,1.0,1.0,29.01,38.69,0.0,77.9,62.18,21.69,28.73,87.72,46.39,60.93,1.93,50.32,46.0,45.32,33.6,5.77,10.48,1.0,53.74,70.31,0.0,33.9,1.0,79.04,24.0,23.0,15.0,507706.45,502303.19,3.153,0.521,465813.31,14127.35,2.041,87435.57
52.46,41.09,0.0,1.0,1.0,11.84,99.11,1.0,5.63,8.81,88.03,83.97,50.82,13.72,80.4,49.785,40.9,25.0,56.36,87.51,18.41,42.34,1.0,12.11,1.0786,0.0,11.67,1.0,50.41,24.0,20.0,3.0,507706.45,691643.92,2.638,4.495,516281.73,959021.79,1.502,501212.11
70.22,30.59,0.0,1.0,1.0,13.28,27.53,0.0,36.29,50.05,52.27,28.01,48.61,31.51,56.11,97.67,14.85,19.0,57.99,6.86,69.44,74.54,1.0,84.54,88.18,0.0,69.18,0.0,48.96,27.0,32.0,44.0,616702.99,19259.09,2.015,4.525,553790.33,902341.84,2.821,300581.19
11.39,53.65,1.0,1.0,1.0,74.76,9.15,1.0,26.98,12.12,72.96,59.39,24.64,98.31,86.82,4.9,50.32,35.0,65.58,92.68,1.58,48.91,1.0,97.28,79.85,1.0,14.11,1.0,48.96,23.0,31.0,0.0,644940.7,989234.755,1.825,2.495,857235.2,585183.73,0.446,773833.96
50.075,24.43,0.0,0.0,0.0,49.945,61.47,1.0,56.92,57.9,74.47,55.7,73.37,49.94,54.06,89.5,22.99,11.0,58.46,47.3,91.83,46.23,1.0,36.18,52.12,1.0,36.19,1.0,42.13,9.0,46.0,18.0,507706.45,634713.76,3.242,1.256,838915.36,509563.385,2.647,16838.92
40.25,86.12,1.0,1.0,1.0,39.9,69.15,1.0,49.685,86.25,54.88,22.77,21.01,54.84,8.6,54.23,85.98,16.0,65.18,50.44,32.62,31.07,1.0,21.51,69.59,0.0,69.61,1.0,18.23,44.0,35.0,24.0,507706.45,823284.07,2.5,3.348,553109.62,509563.385,3.267,157453.73
50.075,99.2095,0.0,0.0,0.0,13.99,50.18,0.0,49.71,40.9,85.73,68.99,28.87,49.94,49.855000000000004,40.39,50.32,38.0,29.3,90.73,57.08,98.9447,0.0,51.35,63.78,1.0,31.53,0.0,48.96,2.0,44.0,34.0,277586.83,819208.67,0.522,4.87,608076.55,646306.08,3.88,810458.89
50.075,17.15,0.0,1.0,1.0,43.93,58.94,1.0,89.53,74.76,70.14,98.86840000000001,46.4,42.33,64.58,49.785,27.03,3.0,22.93,35.92,2.71,48.91,0.0,32.44,82.5,0.0,29.6,1.0,98.4,25.0,23.0,46.0,601885.22,303013.52,1.241,2.495,836305.26,687327.15,4.72,617788.52
